contact_id,session_id,event_type,page_name,application_channel,business_unit,time_on_page_seconds,scroll_depth_pct,is_bounce,event_timestamp
CONT-DA35E5CA,SESS-F3B2E1B1,search,/orders,Partner API,Travel,33,12.3,0,2026-03-10T17:22:59
CONT-24A2B788,SESS-C4D1BACA,chat_close,/support,Kiosk,Retail,87,84.7,0,2026-04-05T09:03:33
CONT-D3366546,SESS-0D41040F,chat_open,/account,IVR,Financial Services,22,64.9,0,2026-03-28T23:34:23
CONT-2BFC0905,SESS-54635EBD,button_click,/products,Mobile App,Financial Services,71,97.8,0,2026-03-14T08:12:21
CONT-B9BA6206,SESS-4E15FCD7,button_click,/orders,Mobile App,Travel,12,29.0,0,2026-03-24T00:10:17
CONT-29C92ACF,SESS-BFFFD63E,button_click,/checkout,Mobile App,Financial Services,76,32.3,0,2026-03-16T14:30:00
CONT-F613332A,SESS-19AA92C7,chat_open,/support,IVR,Financial Services,18,86.5,0,2026-03-30T11:59:53
CONT-27634B09,SESS-6AB59CA0,chat_open,/settings,Mobile App,Financial Services,17,52.2,0,2026-03-17T20:19:37
CONT-EC3DD941,SESS-56E5A691,page_view,/contact,Web,Travel,4,51.2,1,2026-03-28T14:40:58
CONT-9AF27106,SESS-B540569A,form_submit,/orders,Partner API,Financial Services,10,57.6,0,2026-03-07T15:56:57
CONT-F0864FF5,SESS-63E3DC7A,page_view,/settings,Partner API,Healthcare,132,19.9,0,2026-03-09T00:47:40
CONT-538DF23C,SESS-871EE9D2,chat_open,/faq,IVR,Retail,5,26.4,0,2026-03-11T12:07:41
CONT-035F8130,SESS-265AD5BC,chat_open,/orders,IVR,Travel,14,68.7,0,2026-03-16T03:21:10
CONT-2D757D7B,SESS-8A513B59,chat_open,/billing,IVR,Financial Services,111,65.2,0,2026-03-20T09:29:12
CONT-2441F989,SESS-1B752D43,search,/account,Web,Retail,66,34.3,0,2026-03-26T05:59:37
CONT-C8001D64,SESS-D9EA99BE,form_submit,/orders,Web,Healthcare,83,54.7,0,2026-03-08T03:39:59
CONT-4105A2F5,SESS-DA9F6AD0,button_click,/products,Partner API,Retail,84,50.0,0,2026-03-25T13:58:07
CONT-96F1972E,SESS-6017011C,page_view,/home,Kiosk,Technology,19,53.5,0,2026-04-02T20:48:35
CONT-35D55FC4,SESS-253B64F5,button_click,/contact,Mobile App,Financial Services,103,96.3,0,2026-03-29T01:37:50
CONT-40B15DA8,SESS-09A4A2E0,button_click,/checkout,Partner API,Healthcare,74,81.7,0,2026-03-10T00:14:02
CONT-A0F22A9D,SESS-75D6BB9D,button_click,/settings,IVR,Healthcare,135,62.2,0,2026-03-17T11:10:39
CONT-770EE750,SESS-95B035E1,chat_close,/account,Web,Travel,139,14.7,0,2026-03-10T04:09:07
CONT-4F553A8C,SESS-B1962118,button_click,/checkout,Mobile App,Travel,12,77.4,0,2026-03-13T09:59:04
CONT-43BFC92F,SESS-1C488675,search,/faq,Web,Retail,27,36.6,0,2026-03-15T12:03:15
CONT-2819ABC4,SESS-7717AE97,button_click,/account,Web,Retail,26,7.3,0,2026-03-09T09:54:00
CONT-201F8F19,SESS-2CD56D0C,chat_open,/billing,Kiosk,Travel,99,85.4,0,2026-03-16T22:24:15
CONT-F4B9AA2D,SESS-A0DEC7E1,chat_open,/contact,Kiosk,Travel,86,33.2,0,2026-03-14T11:59:22
CONT-3383DF69,SESS-8F5D7BDA,search,/settings,IVR,Technology,50,62.4,0,2026-03-23T15:01:33
CONT-2C6342EA,SESS-1B087C01,search,/contact,Mobile App,Retail,42,60.6,0,2026-04-04T22:49:49
CONT-73BF9B72,SESS-2E574E07,chat_open,/settings,Web,Financial Services,18,28.4,0,2026-03-20T17:05:53
CONT-523084AA,SESS-C0C8942B,form_submit,/checkout,Mobile App,Travel,17,28.4,0,2026-03-13T15:14:06
CONT-22CAFB5A,SESS-A0DE7704,chat_close,/account,Mobile App,Healthcare,47,15.2,0,2026-03-26T00:55:49
CONT-2A680DFC,SESS-7A3C4EF2,chat_open,/support,Web,Financial Services,43,66.2,0,2026-03-08T12:08:41
CONT-D3C6AA8A,SESS-123DF068,search,/faq,Mobile App,Travel,17,70.6,0,2026-04-01T06:01:38
CONT-759D6459,SESS-D215BC5C,chat_close,/faq,IVR,Financial Services,33,77.9,0,2026-04-03T05:38:30
CONT-2795B856,SESS-EAD692C8,button_click,/settings,Partner API,Healthcare,12,65.0,0,2026-03-25T18:35:25
CONT-02AC9B26,SESS-C7E6C9FD,search,/orders,Kiosk,Retail,8,29.8,0,2026-03-25T09:21:34
CONT-D853E394,SESS-08133514,chat_close,/settings,IVR,Travel,16,89.4,0,2026-03-08T07:45:46
CONT-A9D75909,SESS-84C6E0FB,button_click,/orders,Web,Healthcare,23,95.1,0,2026-03-12T21:03:14
CONT-365B05CA,SESS-E8B4616B,search,/faq,IVR,Healthcare,33,20.2,0,2026-04-05T18:24:03
CONT-A73C6078,SESS-13828860,chat_open,/settings,Mobile App,Travel,43,76.1,0,2026-03-22T12:32:32
CONT-D1CAE35B,SESS-C7203B82,chat_close,/contact,Partner API,Retail,8,46.0,0,2026-03-13T14:55:46
CONT-6A739AA6,SESS-DCAE3A88,chat_open,/checkout,Kiosk,Retail,62,31.7,0,2026-04-03T09:59:10
CONT-597060FA,SESS-AD46E714,button_click,/settings,Partner API,Travel,29,30.7,0,2026-03-25T07:49:47
CONT-888F6ABC,SESS-E5F56710,button_click,/support,Web,Retail,24,76.0,0,2026-03-14T10:24:00
CONT-61F4C5B0,SESS-D4EB179E,form_submit,/settings,Web,Technology,58,99.2,0,2026-04-05T03:33:50
CONT-27D97F7C,SESS-0063D9AE,chat_close,/settings,Partner API,Financial Services,20,19.5,0,2026-03-28T12:54:53
CONT-4EB02A62,SESS-384E2E26,form_submit,/faq,IVR,Travel,10,15.9,0,2026-03-17T18:22:33
CONT-523084AA,SESS-465324DA,chat_open,/checkout,Partner API,Technology,43,91.7,0,2026-03-23T19:46:01
CONT-481144A9,SESS-C1B883BB,chat_close,/account,IVR,Retail,25,1.0,0,2026-04-03T06:38:48
CONT-342BC118,SESS-C2604649,form_submit,/home,Partner API,Financial Services,61,13.3,0,2026-03-22T08:58:46
CONT-37CB13EC,SESS-3BD2B7D0,search,/billing,Partner API,Technology,36,18.9,0,2026-03-24T09:18:04
CONT-ABD02D6C,SESS-3E08FEE7,chat_open,/faq,IVR,Technology,17,77.1,0,2026-03-22T01:47:19
CONT-A6E22DA3,SESS-4A3C0D02,chat_open,/account,Kiosk,Financial Services,70,43.1,0,2026-04-02T21:48:22
CONT-1FC36398,SESS-C73865C2,chat_close,/faq,Partner API,Healthcare,220,70.9,0,2026-04-02T07:41:51
CONT-87D78568,SESS-FF6355C7,button_click,/account,IVR,Technology,15,56.1,0,2026-03-18T01:30:07
CONT-C0483C84,SESS-2529A605,chat_close,/account,Web,Technology,69,56.5,0,2026-03-16T13:01:08
CONT-6C95A5A9,SESS-1EA5D0F6,search,/products,IVR,Financial Services,23,0.6,0,2026-03-29T10:21:42
CONT-303237FC,SESS-5E4CAB21,button_click,/account,Mobile App,Financial Services,14,33.0,0,2026-03-16T08:15:49
CONT-7383FAA8,SESS-7829FF6D,page_view,/checkout,IVR,Financial Services,17,85.8,0,2026-04-04T01:39:32
CONT-93CF6E61,SESS-74D03880,page_view,/billing,Web,Healthcare,18,60.6,0,2026-03-23T08:19:30
CONT-1691F9F0,SESS-219B1B37,chat_open,/contact,IVR,Travel,63,28.3,0,2026-03-20T10:51:59
CONT-BFB33F98,SESS-98C5E681,form_submit,/account,Web,Healthcare,229,38.2,0,2026-04-02T22:54:31
CONT-966B3850,SESS-8093B69C,page_view,/settings,Partner API,Technology,59,64.7,0,2026-03-21T06:33:34
CONT-8D5C33AA,SESS-E222A462,button_click,/support,Kiosk,Healthcare,74,4.2,0,2026-04-03T22:14:36
CONT-40B15DA8,SESS-E6F85B92,form_submit,/billing,IVR,Retail,8,59.5,0,2026-04-04T18:22:38
CONT-523084AA,SESS-E860882D,button_click,/checkout,Mobile App,Technology,19,13.6,0,2026-03-07T06:03:58
CONT-62950A0E,SESS-A187F2FC,button_click,/faq,Mobile App,Technology,7,20.0,0,2026-03-31T16:28:00
CONT-80AD1F63,SESS-9383F3EE,chat_open,/settings,Web,Healthcare,47,49.7,0,2026-03-21T16:20:58
CONT-D9E2312D,SESS-3E8D3298,chat_close,/account,Kiosk,Technology,29,14.8,0,2026-03-16T21:42:50
CONT-4EBE0091,SESS-DBD59202,search,/account,Partner API,Travel,23,37.4,0,2026-03-10T11:15:26
CONT-2D757D7B,SESS-F15768A4,page_view,/home,IVR,Travel,109,3.7,0,2026-03-08T08:37:27
CONT-B3CE76A4,SESS-13A90576,chat_open,/home,Kiosk,Travel,2,13.9,0,2026-03-20T20:10:23
CONT-90302654,SESS-2566EE44,button_click,/support,Mobile App,Technology,15,79.1,0,2026-03-30T20:33:40
CONT-57D6F84D,SESS-7D095DBB,chat_close,/products,Kiosk,Technology,21,79.7,0,2026-03-07T15:14:11
CONT-25F8F263,SESS-CEA5E0B0,button_click,/faq,IVR,Retail,10,64.0,0,2026-03-13T09:31:31
CONT-1C778FAC,SESS-A582E166,button_click,/home,IVR,Retail,33,45.2,0,2026-03-09T14:32:09
CONT-6F0D5AA8,SESS-AC76AD24,chat_close,/home,Web,Retail,12,51.3,0,2026-04-01T16:04:33
CONT-9A1FCF19,SESS-AAA0EA57,button_click,/support,IVR,Healthcare,35,30.7,0,2026-03-26T04:56:09
CONT-4EBA225B,SESS-062E6825,chat_close,/checkout,Partner API,Travel,36,18.3,0,2026-03-23T02:19:18
CONT-22CECDCE,SESS-68C56E5E,chat_close,/support,Kiosk,Technology,21,28.7,0,2026-03-14T22:25:49
CONT-71BE0357,SESS-8FD1F6C3,form_submit,/orders,Kiosk,Retail,6,1.3,0,2026-03-08T19:40:34
CONT-ED3207EF,SESS-6444E44D,page_view,/orders,Kiosk,Healthcare,11,30.9,0,2026-04-02T08:35:27
CONT-D49E567F,SESS-1D5A47D1,page_view,/settings,Kiosk,Travel,26,32.6,0,2026-04-04T12:45:59
CONT-7C6C8B84,SESS-ABBD2CE3,page_view,/billing,Web,Retail,89,0.8,0,2026-03-10T23:02:05
CONT-0E692EB2,SESS-EAF1589A,form_submit,/checkout,IVR,Financial Services,10,24.2,0,2026-03-20T14:18:24
CONT-A266E821,SESS-49573918,search,/faq,IVR,Travel,5,49.4,0,2026-04-01T10:56:35
CONT-8C9FD144,SESS-E24957B5,page_view,/products,Mobile App,Technology,4,81.2,1,2026-03-22T08:37:03
CONT-405BE034,SESS-0D77D846,page_view,/billing,Partner API,Retail,11,58.8,0,2026-03-15T15:02:05
CONT-D00BF537,SESS-2C5D0F23,page_view,/settings,Kiosk,Financial Services,32,6.8,0,2026-03-20T04:41:35
CONT-A4E40E99,SESS-66148FEF,chat_close,/support,IVR,Healthcare,50,31.3,0,2026-03-26T04:43:48
CONT-A7661A74,SESS-9461D148,button_click,/settings,Mobile App,Retail,9,28.5,0,2026-03-22T17:38:02
CONT-DE066BAD,SESS-D1FF3840,button_click,/products,Partner API,Technology,5,57.3,0,2026-03-26T16:19:33
CONT-C0483C84,SESS-B4397E14,form_submit,/home,Mobile App,Technology,171,44.6,0,2026-03-14T08:36:12
CONT-9EEB3C96,SESS-A6765739,chat_close,/contact,IVR,Travel,22,65.2,0,2026-03-27T08:57:16
CONT-5A13C351,SESS-3CD41034,button_click,/support,IVR,Retail,5,90.9,0,2026-03-07T14:42:31
CONT-5B163177,SESS-D0914CC2,chat_open,/contact,Web,Healthcare,7,6.3,0,2026-03-07T23:32:41
CONT-60D6938A,SESS-EDFDB1C9,chat_open,/checkout,Partner API,Technology,40,0.8,0,2026-03-17T09:37:11
CONT-DD42E581,SESS-0DF9E677,chat_close,/contact,Kiosk,Technology,20,41.9,0,2026-04-01T15:49:16
CONT-18365829,SESS-89C4F4A8,form_submit,/checkout,Mobile App,Financial Services,30,70.6,0,2026-03-23T18:24:29
CONT-EF845405,SESS-8D07BDA9,form_submit,/settings,Web,Healthcare,30,57.4,0,2026-03-09T23:29:10
CONT-DFBF2D3C,SESS-88AD1A50,search,/home,Partner API,Healthcare,28,86.1,0,2026-03-21T10:45:25
CONT-3D5EC196,SESS-03959019,chat_close,/orders,Kiosk,Healthcare,8,19.7,0,2026-03-10T10:58:35
CONT-6DE7C74A,SESS-8AF5F5E5,search,/home,Mobile App,Travel,168,24.9,0,2026-03-29T06:04:20
CONT-81ADF613,SESS-E47B9DC6,page_view,/account,Mobile App,Technology,75,36.1,0,2026-03-15T00:01:56
CONT-AA036FEF,SESS-CD0E2CCE,search,/orders,Mobile App,Healthcare,33,31.2,0,2026-03-25T12:06:06
CONT-75062126,SESS-3EA33A5A,chat_open,/billing,Mobile App,Retail,85,60.1,0,2026-03-13T15:52:32
CONT-8BEDA625,SESS-C8233B4C,form_submit,/settings,Partner API,Healthcare,33,14.3,0,2026-04-03T17:16:11
CONT-34372DCF,SESS-72FD1352,chat_open,/products,Web,Financial Services,61,17.4,0,2026-03-09T04:07:11
CONT-779F6953,SESS-F081F504,page_view,/faq,Kiosk,Retail,21,97.7,0,2026-03-23T19:43:45
CONT-7B2B2462,SESS-B415DA2C,button_click,/checkout,Mobile App,Retail,39,25.7,0,2026-03-15T13:12:45
CONT-69B6345A,SESS-3CB9764C,form_submit,/account,Partner API,Retail,97,57.2,0,2026-03-30T01:48:47
CONT-C06A7530,SESS-19283222,form_submit,/products,Mobile App,Healthcare,55,49.5,0,2026-04-01T07:19:15
CONT-5FE14F3A,SESS-3460EF41,search,/products,IVR,Retail,656,96.7,0,2026-04-04T10:33:19
CONT-387DFEB3,SESS-A380860C,form_submit,/checkout,Partner API,Retail,10,37.9,0,2026-03-19T12:02:00
CONT-2DE11F09,SESS-C1F6D261,chat_close,/home,IVR,Financial Services,129,66.1,0,2026-03-12T18:37:37
CONT-E49EE72D,SESS-08624B85,form_submit,/faq,Kiosk,Healthcare,200,22.9,0,2026-03-29T13:07:55
CONT-30F80ACD,SESS-012D321B,button_click,/contact,Mobile App,Financial Services,11,55.5,0,2026-03-30T21:40:58
CONT-94F24E42,SESS-C6931325,form_submit,/checkout,Kiosk,Healthcare,97,93.9,0,2026-04-05T02:12:30
CONT-8AB9184B,SESS-398BB76E,form_submit,/orders,IVR,Healthcare,14,18.4,0,2026-03-18T09:39:47
CONT-18616B6E,SESS-56E276B9,chat_open,/billing,Web,Technology,48,85.3,0,2026-03-07T05:40:54
CONT-66C53610,SESS-1890FA29,chat_close,/checkout,Kiosk,Healthcare,207,88.5,0,2026-03-28T07:14:19
CONT-0717A5C0,SESS-F8D111F0,chat_close,/billing,Partner API,Travel,24,52.1,0,2026-03-20T23:53:53
CONT-D3C6AA8A,SESS-1753EF9A,chat_open,/products,Kiosk,Retail,24,96.0,0,2026-04-05T22:25:55
CONT-42E7846C,SESS-CD000B79,chat_open,/settings,Partner API,Retail,6,55.5,0,2026-03-24T16:29:25
CONT-CF0D3C38,SESS-BF22F8E2,chat_close,/faq,Kiosk,Technology,14,52.6,0,2026-03-21T17:29:55
CONT-20F7F2E9,SESS-D4F9477E,chat_close,/products,Mobile App,Retail,16,43.0,0,2026-03-21T22:17:20
CONT-BAF57798,SESS-ACA39E6A,page_view,/products,Web,Financial Services,18,65.8,0,2026-03-29T11:13:54
CONT-E26AAE49,SESS-C38588C7,button_click,/faq,Web,Travel,27,82.4,0,2026-03-25T05:24:18
CONT-B4D7E433,SESS-256D3862,page_view,/contact,Kiosk,Travel,70,26.3,0,2026-04-01T16:53:07
CONT-C82697A6,SESS-65ECCB1E,chat_open,/checkout,IVR,Financial Services,6,20.6,0,2026-03-08T00:27:06
CONT-CFDAA69E,SESS-9E9910CE,chat_close,/checkout,Partner API,Retail,18,48.4,0,2026-03-17T14:02:14
CONT-801804C6,SESS-AAEAEA16,button_click,/checkout,Kiosk,Technology,25,7.2,0,2026-03-19T15:27:12
CONT-5EBC82F9,SESS-04620D87,form_submit,/contact,IVR,Financial Services,60,7.9,0,2026-03-13T17:26:02
CONT-315D9B75,SESS-481D97EC,form_submit,/products,Kiosk,Technology,29,72.2,0,2026-03-30T06:45:42
CONT-F965BA7B,SESS-1D12D220,chat_open,/support,Web,Travel,55,38.7,0,2026-03-14T11:07:12
CONT-40B5313E,SESS-CB14F93F,page_view,/faq,IVR,Financial Services,56,38.1,0,2026-03-22T02:20:53
CONT-18616B6E,SESS-07E9EDD5,button_click,/products,IVR,Healthcare,27,35.7,0,2026-04-02T11:01:09
CONT-42AACFDF,SESS-080DF8FC,form_submit,/checkout,Web,Travel,12,7.4,0,2026-03-18T04:51:50
CONT-BF7D4E25,SESS-0A5FFFC2,form_submit,/checkout,IVR,Retail,37,35.4,0,2026-03-25T16:00:50
CONT-63F83D66,SESS-79C9C472,button_click,/faq,Partner API,Technology,25,48.8,0,2026-03-08T10:54:16
CONT-9EC58B06,SESS-51F65B33,button_click,/orders,Partner API,Technology,3,62.5,0,2026-03-23T19:44:03
CONT-2D3E53F2,SESS-67CD5B59,page_view,/checkout,Kiosk,Financial Services,21,78.8,0,2026-03-23T00:15:32
CONT-3DA3325E,SESS-879F7DAF,form_submit,/orders,Partner API,Technology,35,55.9,0,2026-03-14T16:55:51
CONT-56ACB0FD,SESS-6CA4AB9B,button_click,/support,IVR,Healthcare,92,12.8,0,2026-03-25T15:17:13
CONT-9ED0566B,SESS-37F07CC3,form_submit,/home,Kiosk,Retail,20,56.5,0,2026-03-09T16:43:26
CONT-A2BEDC5C,SESS-3367FE04,form_submit,/account,Mobile App,Financial Services,35,40.4,0,2026-04-04T07:09:12
CONT-AED5D13F,SESS-62348063,page_view,/settings,Mobile App,Technology,3,70.5,1,2026-03-14T05:47:29
CONT-EB30576D,SESS-0C68DB5D,chat_close,/products,Mobile App,Retail,84,97.2,0,2026-04-02T14:21:50
CONT-350DF508,SESS-27DD4D5A,form_submit,/checkout,IVR,Technology,52,53.5,0,2026-03-09T02:11:37
CONT-3CA3F240,SESS-F46A604C,button_click,/contact,Web,Technology,20,16.7,0,2026-03-28T19:55:52
CONT-CC041D6C,SESS-4D029C9C,chat_open,/orders,Mobile App,Healthcare,33,25.0,0,2026-03-12T23:49:29
CONT-8B4C7384,SESS-DC884E21,button_click,/support,Kiosk,Technology,30,71.9,0,2026-03-29T12:24:25
CONT-380DD753,SESS-DFDB1560,page_view,/settings,IVR,Financial Services,160,33.9,0,2026-03-20T14:13:01
CONT-DB9A324D,SESS-4E2E2CE7,search,/faq,Web,Healthcare,9,98.2,0,2026-03-12T02:37:37
CONT-4EACA790,SESS-DCBECAC0,search,/account,Partner API,Technology,17,29.6,0,2026-03-20T17:06:07
CONT-00D6E417,SESS-0523ECDE,chat_open,/products,Kiosk,Retail,44,14.7,0,2026-03-16T10:55:22
CONT-9AF27106,SESS-D274AE4F,button_click,/checkout,Web,Technology,23,1.4,0,2026-03-22T19:26:52
CONT-18365829,SESS-28477659,form_submit,/orders,Partner API,Travel,20,55.9,0,2026-03-17T03:55:20
CONT-2D3E53F2,SESS-85C4015A,search,/contact,IVR,Financial Services,324,98.3,0,2026-04-03T16:45:20
CONT-966B3850,SESS-4E6750FB,page_view,/billing,Web,Financial Services,10,30.6,0,2026-03-14T06:38:33
CONT-E3A82393,SESS-B791A63C,search,/contact,Partner API,Healthcare,16,93.2,0,2026-03-25T04:27:35
CONT-44EE484F,SESS-F1B2DA79,button_click,/contact,Partner API,Retail,13,22.4,0,2026-03-19T02:54:07
CONT-D3F0C5F5,SESS-E4983B3F,button_click,/contact,Web,Financial Services,26,37.4,0,2026-03-28T23:03:34
CONT-61F4C5B0,SESS-CF9D3FEB,chat_open,/support,Partner API,Travel,19,75.6,0,2026-03-27T08:17:41
CONT-C17EE89E,SESS-0999EA47,button_click,/products,IVR,Financial Services,6,86.8,0,2026-03-25T15:20:10
CONT-1DBAF439,SESS-5208A020,page_view,/checkout,Kiosk,Technology,9,29.9,0,2026-03-30T10:08:22
CONT-234768B3,SESS-BD84263D,button_click,/home,Web,Healthcare,22,31.6,0,2026-03-07T12:11:38
CONT-BA2FEA46,SESS-980A56D9,chat_close,/billing,Mobile App,Financial Services,94,33.3,0,2026-04-02T19:52:40
CONT-250E031F,SESS-D19FB2B2,chat_open,/products,Kiosk,Financial Services,107,29.6,0,2026-03-23T00:38:50
CONT-69E21CDA,SESS-17197A08,form_submit,/checkout,Kiosk,Retail,9,18.3,0,2026-03-25T04:43:06
CONT-B1760A43,SESS-3E481B99,search,/home,IVR,Travel,21,58.1,0,2026-03-14T13:33:58
CONT-3DED481E,SESS-7FF5D350,search,/faq,Mobile App,Travel,71,72.0,0,2026-04-02T23:43:01
CONT-647677DC,SESS-C17E5013,chat_open,/faq,Mobile App,Retail,40,70.1,0,2026-03-24T21:59:30
CONT-DF621541,SESS-E0EF1E43,search,/account,Mobile App,Financial Services,20,34.4,0,2026-03-08T23:23:59
CONT-5B640BCE,SESS-C578DAAE,chat_open,/faq,Partner API,Financial Services,104,97.0,0,2026-04-01T08:26:30
CONT-CFC78E16,SESS-19B9FF14,form_submit,/account,Mobile App,Financial Services,29,43.1,0,2026-04-03T14:24:35
CONT-5998E223,SESS-F873DE65,button_click,/account,Mobile App,Travel,7,2.7,0,2026-03-31T16:51:34
CONT-95B40AF6,SESS-56BF9097,search,/faq,Kiosk,Retail,22,57.7,0,2026-03-17T20:13:59
CONT-6E2F5BE0,SESS-B8DCF3E1,button_click,/orders,IVR,Retail,42,22.7,0,2026-03-14T07:58:44
CONT-E6C6F1ED,SESS-1C6D9F10,form_submit,/billing,Mobile App,Healthcare,64,33.9,0,2026-03-18T01:34:57
CONT-DE0152C3,SESS-12FA3B10,chat_open,/products,Mobile App,Healthcare,139,69.9,0,2026-03-07T17:04:51
CONT-1069F762,SESS-7F2D8843,search,/support,IVR,Technology,53,17.4,0,2026-03-31T02:49:56
CONT-1A61D30C,SESS-EB4AE4AB,chat_close,/contact,Web,Retail,19,67.9,0,2026-03-16T02:08:03
CONT-B047506C,SESS-C1263FBE,form_submit,/home,Web,Travel,94,15.8,0,2026-03-22T17:22:13
CONT-567D7A8D,SESS-B61931E9,chat_close,/products,Kiosk,Retail,259,45.1,0,2026-03-26T17:08:34
CONT-B35C4A43,SESS-571EA537,button_click,/settings,Mobile App,Technology,33,96.7,0,2026-04-01T09:56:14
CONT-C1184734,SESS-AAD5E682,form_submit,/checkout,Mobile App,Travel,24,72.5,0,2026-03-23T21:03:54
CONT-A937ABC3,SESS-6AF511EF,chat_open,/billing,Web,Technology,20,36.5,0,2026-03-24T01:04:43
CONT-CCA49F26,SESS-E6D682AE,form_submit,/contact,Web,Retail,127,44.6,0,2026-03-15T17:04:55
CONT-3DCD1855,SESS-47A5B96F,chat_open,/orders,Kiosk,Healthcare,10,51.5,0,2026-03-23T12:02:09
CONT-32CE1D5A,SESS-3794D0E1,search,/support,Kiosk,Financial Services,86,59.1,0,2026-03-27T18:40:52
CONT-35D10F8E,SESS-90E830DF,chat_close,/home,IVR,Healthcare,14,95.4,0,2026-03-14T14:32:18
CONT-22EBE141,SESS-7D986052,chat_close,/settings,Kiosk,Healthcare,14,70.6,0,2026-03-20T14:20:16
CONT-9583AC5A,SESS-1C079504,form_submit,/contact,Mobile App,Retail,23,5.3,0,2026-04-04T11:56:00
CONT-2DD2693C,SESS-F819C8AA,page_view,/support,IVR,Healthcare,43,65.1,0,2026-03-15T06:48:57
CONT-A306B395,SESS-4874ED97,form_submit,/billing,Mobile App,Healthcare,42,32.3,0,2026-03-08T01:52:07
CONT-0A7764D4,SESS-4BA5D2CC,chat_close,/account,IVR,Financial Services,65,4.9,0,2026-03-20T18:35:58
CONT-0B606515,SESS-062D0C80,page_view,/billing,Kiosk,Financial Services,181,61.7,0,2026-03-31T15:12:44
CONT-C9CEE780,SESS-BB8A521E,chat_close,/faq,IVR,Healthcare,7,79.0,0,2026-03-12T18:33:11
CONT-3395DD36,SESS-F5726F26,chat_open,/faq,Partner API,Retail,14,65.3,0,2026-03-20T22:36:35
CONT-EC3DD941,SESS-1F1E71B4,chat_open,/settings,Kiosk,Travel,27,20.2,0,2026-03-31T23:07:45
CONT-775005A3,SESS-0046A565,page_view,/settings,Kiosk,Travel,21,63.6,0,2026-03-15T17:19:07
CONT-EC44DD34,SESS-F2D70B7C,chat_open,/account,Web,Retail,22,81.4,0,2026-03-23T12:51:04
CONT-02113A00,SESS-68E40E57,page_view,/products,IVR,Retail,35,88.0,0,2026-03-21T23:40:02
CONT-991E28A2,SESS-31A54E05,chat_close,/products,Mobile App,Technology,12,85.8,0,2026-04-05T13:03:00
CONT-C98C4976,SESS-AADE11BA,chat_close,/billing,Partner API,Travel,8,26.0,0,2026-03-16T14:31:26
CONT-B13BC38E,SESS-786EEE23,chat_open,/checkout,Kiosk,Travel,37,57.8,0,2026-03-24T07:18:22
CONT-BF032375,SESS-515A1F1A,chat_open,/support,Mobile App,Retail,37,6.2,0,2026-03-10T11:01:51
CONT-81834572,SESS-A0F6824B,chat_open,/faq,Partner API,Financial Services,87,66.4,0,2026-04-02T21:42:32
CONT-F79F0A43,SESS-F0DB45A9,form_submit,/account,Kiosk,Healthcare,202,54.7,0,2026-03-28T14:36:58
CONT-C898BE3E,SESS-2BE0D0AA,page_view,/orders,Partner API,Financial Services,466,5.3,0,2026-03-31T10:24:34
CONT-8851D4C7,SESS-35B6E8C6,chat_open,/products,Mobile App,Retail,118,47.2,0,2026-03-24T01:31:51
CONT-0395F723,SESS-4DB31D28,chat_close,/contact,Mobile App,Technology,10,92.2,0,2026-03-22T20:51:12
CONT-2EDC12D5,SESS-DE3AD966,page_view,/contact,Kiosk,Healthcare,244,33.6,0,2026-03-13T21:52:43
CONT-673476E8,SESS-9D9FEBDD,page_view,/home,Kiosk,Technology,83,77.4,0,2026-03-22T15:11:41
CONT-09979186,SESS-92DED444,chat_open,/orders,Kiosk,Travel,63,33.2,0,2026-03-31T02:22:17
CONT-BBFAABC8,SESS-AFFE9B36,form_submit,/settings,Mobile App,Financial Services,23,88.5,0,2026-03-14T02:15:17
CONT-8BEDA625,SESS-928F2EFA,chat_open,/account,Kiosk,Retail,17,63.1,0,2026-03-26T11:12:05
CONT-A7BDDFFF,SESS-5ADDF6B9,page_view,/settings,Partner API,Technology,29,1.7,0,2026-03-24T15:57:39
CONT-79B73A9A,SESS-F22CC59B,chat_open,/faq,Web,Retail,108,31.5,0,2026-03-28T13:49:58
CONT-9C1697C8,SESS-84052898,search,/support,Kiosk,Retail,2,52.4,0,2026-03-12T23:13:47
CONT-365FD58C,SESS-9AD240D7,chat_open,/billing,Partner API,Travel,66,11.1,0,2026-03-25T20:47:06
CONT-8A013ED5,SESS-FF649AFC,button_click,/support,Kiosk,Financial Services,13,66.6,0,2026-03-24T11:35:09
CONT-C42BF724,SESS-B181275A,page_view,/settings,Web,Travel,17,17.8,0,2026-03-18T00:18:16
CONT-B1CF1E0D,SESS-2AC35D2B,search,/orders,Partner API,Technology,56,44.4,0,2026-03-26T14:33:30
CONT-4DB46E81,SESS-3E4307B7,button_click,/support,Kiosk,Financial Services,112,7.3,0,2026-03-09T15:08:33
CONT-5EAD59F6,SESS-3698E183,search,/billing,Web,Technology,44,6.6,0,2026-04-02T15:31:04
CONT-C3E7A3E6,SESS-2025EFF0,chat_close,/orders,IVR,Healthcare,91,66.0,0,2026-03-27T23:30:28
CONT-C67F5509,SESS-E0C08153,button_click,/orders,IVR,Healthcare,16,12.7,0,2026-04-02T20:02:11
CONT-9F45712E,SESS-B7CCE0D4,search,/contact,Web,Retail,48,52.0,0,2026-04-01T10:31:44
CONT-32C43EA5,SESS-5E4CE0E3,form_submit,/contact,Partner API,Technology,24,99.8,0,2026-03-28T01:01:19
