contact_id,session_id,topic_name,confidence_score,response_type,thumbs_up,thumbs_down,escalated_to_agent,business_unit,application_channel,handle_seconds_dur,derived_resolution_score,created_at
CONT-B32EC519,SESS-3D0B00BE,Returns & Refunds,0.5113,Handoff,0,0,0,Travel,IVR,16,0.2085,2026-03-28T23:02:02
CONT-4EB02A62,SESS-395D6A3D,Account Management,0.3153,FAQ,0,0,0,Healthcare,Partner API,24,0.1463,2026-03-30T00:35:12
CONT-4D2BE78B,SESS-71D1EFF1,Billing Inquiry,0.6168,Guided Flow,0,0,1,Technology,Partner API,263,0.1825,2026-03-29T11:42:57
CONT-18744FC5,SESS-2CB8CFF0,Loyalty Program,0.7956,Escalation,0,0,0,Financial Services,Mobile App,115,0.3986,2026-03-12T20:32:52
CONT-3D18D14F,SESS-E6874AC0,Account Management,0.554,Self-Service,0,0,0,Financial Services,Web,76,0.3026,2026-03-25T08:34:34
CONT-6E7FBDD3,SESS-BEB9D51B,Returns & Refunds,0.7238,Escalation,0,0,0,Retail,IVR,25,0.3382,2026-03-31T06:29:43
CONT-E9748730,SESS-46264FD5,Technical Troubleshooting,1.0,Free Text,0,0,0,Retail,Partner API,35,0.515,2026-03-17T09:38:29
CONT-3519143E,SESS-251851AC,Account Management,0.4366,Guided Flow,0,0,1,Retail,Web,190,0.0193,2026-04-03T18:12:25
CONT-E137C066,SESS-073BAE8F,Technical Troubleshooting,0.7613,Free Text,0,0,0,Travel,Partner API,147,0.4037,2026-03-28T17:18:52
CONT-31EAB806,SESS-B2E7B9C8,Order Status,0.703,Guided Flow,0,0,0,Technology,Web,251,0.3747,2026-03-07T22:04:34
CONT-CB96B03C,SESS-7E61E9D1,General Inquiry,0.5767,Self-Service,0,0,0,Healthcare,IVR,11,0.3143,2026-03-19T17:06:12
CONT-2EE84C76,SESS-A28220EC,Billing Inquiry,0.7595,Escalation,0,0,0,Retail,Kiosk,31,0.3656,2026-03-13T05:47:36
CONT-BDA56C3F,SESS-DDA7F988,Billing Inquiry,0.5575,Guided Flow,0,0,0,Healthcare,Partner API,113,0.2428,2026-03-12T13:39:37
CONT-7B0643E6,SESS-CAD2BD35,Product Support,0.8575,FAQ,0,0,0,Retail,Mobile App,62,0.3827,2026-03-31T02:58:44
CONT-6929AFD3,SESS-29AAFB4C,Billing Inquiry,0.5458,Self-Service,0,0,0,Travel,Web,30,0.2482,2026-04-03T12:12:57
CONT-D9EEACF9,SESS-59B92310,Product Support,0.6932,Guided Flow,0,0,0,Travel,Partner API,42,0.3511,2026-04-04T18:14:42
CONT-F802CB54,SESS-7E4679B5,Technical Troubleshooting,0.5187,Free Text,1,0,0,Healthcare,Kiosk,35,0.5847,2026-04-04T09:31:09
CONT-770EE750,SESS-C046F9E4,Password Reset,0.9962,Self-Service,0,0,0,Technology,Partner API,57,0.4669,2026-03-18T00:57:53
CONT-1CB897BF,SESS-F9902151,Returns & Refunds,0.9269,Free Text,0,0,0,Healthcare,Kiosk,116,0.4191,2026-04-01T15:11:35
CONT-4993870E,SESS-2F4CDDF2,Loyalty Program,0.3409,FAQ,1,0,0,Technology,Partner API,183,0.4919,2026-04-05T16:33:31
CONT-F3A5E941,SESS-B2C4D0B6,Loyalty Program,0.6214,Escalation,0,0,0,Travel,Web,121,0.2967,2026-03-17T15:33:57
CONT-BEA48FC1,SESS-DDC1AF04,Loyalty Program,0.7378,Guided Flow,0,0,0,Technology,Partner API,213,0.3202,2026-03-28T20:30:27
CONT-09F996D4,SESS-88DBBDBF,Password Reset,1.0,Free Text,0,1,1,Retail,Partner API,36,0.1803,2026-03-08T23:21:40
CONT-7008CB12,SESS-2E687B5D,Loyalty Program,0.7896,Escalation,0,0,0,Travel,IVR,48,0.4049,2026-03-27T21:42:32
CONT-74131F07,SESS-A61FE6F8,Technical Troubleshooting,0.593,Escalation,0,0,1,Retail,Kiosk,334,0.1431,2026-03-12T13:37:20
CONT-FA02C9BD,SESS-7E29DBFE,Account Management,0.4104,Handoff,0,0,0,Financial Services,Partner API,8,0.1931,2026-03-19T02:09:42
CONT-2D2ABCA4,SESS-66DB909D,Returns & Refunds,0.586,Self-Service,1,0,0,Travel,Kiosk,170,0.5795,2026-03-26T08:39:35
CONT-5B721347,SESS-7AA36B0C,Order Status,0.6411,Guided Flow,0,0,0,Healthcare,Partner API,34,0.2957,2026-04-02T21:13:12
CONT-DDBFC5AF,SESS-3634517E,Loyalty Program,0.8037,Handoff,1,0,0,Financial Services,Web,11,0.6921,2026-03-18T11:53:15
CONT-D267F979,SESS-80F7AEEF,Technical Troubleshooting,0.6371,Escalation,0,0,0,Healthcare,Web,109,0.2917,2026-03-16T22:42:16
CONT-290FF715,SESS-B552AB4A,Account Management,0.6351,FAQ,0,0,0,Technology,IVR,46,0.3436,2026-03-13T12:21:10
CONT-3670B638,SESS-B331F28F,Password Reset,0.6299,Self-Service,0,0,0,Travel,Mobile App,61,0.3141,2026-03-07T00:41:54
CONT-5B7DEFC6,SESS-4AF0F633,General Inquiry,0.8042,Escalation,0,0,0,Financial Services,Web,17,0.38,2026-03-29T17:49:40
CONT-D2B52689,SESS-51638DA1,Returns & Refunds,0.6984,FAQ,1,0,1,Technology,Partner API,40,0.5302,2026-03-16T07:49:27
CONT-7AD43209,SESS-AFC253CA,Loyalty Program,0.4811,FAQ,0,1,0,Travel,Partner API,36,0.0854,2026-03-31T19:17:31
CONT-15FFEF4E,SESS-3B27A617,Product Support,0.5021,Handoff,0,0,0,Technology,IVR,59,0.2998,2026-03-12T01:18:26
CONT-E372AFE4,SESS-301F6A15,Product Support,0.8676,FAQ,0,0,0,Healthcare,Partner API,66,0.4554,2026-03-23T02:28:59
CONT-639A5658,SESS-A988DA5D,Product Support,0.5308,Guided Flow,0,0,0,Financial Services,IVR,182,0.2333,2026-03-22T20:31:19
CONT-E26AAE49,SESS-5569D862,Billing Inquiry,0.6346,Handoff,0,0,0,Healthcare,Kiosk,81,0.3115,2026-03-11T19:00:21
CONT-5CDB1823,SESS-0184EE93,General Inquiry,0.9396,Escalation,0,0,0,Healthcare,Kiosk,33,0.4999,2026-03-11T22:36:55
CONT-F2DD0D36,SESS-8C9FFBC2,Order Status,0.5366,Escalation,0,0,0,Financial Services,Partner API,22,0.219,2026-04-05T21:00:21
CONT-CB350B8D,SESS-640A6153,Product Support,0.5996,Handoff,0,0,0,Healthcare,Kiosk,64,0.3041,2026-03-09T04:24:53
CONT-DCE95A2D,SESS-FA3260D4,Order Status,0.5402,Handoff,0,0,1,Technology,IVR,542,0.1402,2026-03-20T06:42:09
CONT-55905B3A,SESS-3FFFB268,Order Status,0.746,Escalation,1,0,0,Retail,Web,56,0.6829,2026-03-14T21:39:15
CONT-2A78F4DA,SESS-7C658BF5,Account Management,0.6745,Guided Flow,0,0,0,Travel,Kiosk,56,0.3077,2026-03-08T20:22:58
CONT-3991BBA2,SESS-56C1BF59,Loyalty Program,0.5484,Self-Service,0,0,0,Healthcare,Partner API,46,0.2847,2026-03-20T01:58:51
CONT-509C4B0E,SESS-8F797EFD,Product Support,0.7529,Guided Flow,0,0,0,Financial Services,Partner API,41,0.3384,2026-03-12T17:20:46
CONT-E728D747,SESS-1DB8050F,Returns & Refunds,0.7931,Handoff,0,0,0,Technology,IVR,91,0.3915,2026-03-13T02:39:50
CONT-3414746D,SESS-39B1FF14,Loyalty Program,0.8707,Escalation,0,1,0,Healthcare,Kiosk,48,0.2459,2026-04-03T14:06:52
CONT-2B9E3595,SESS-2DA08FAE,Order Status,0.877,Handoff,0,0,1,Healthcare,Mobile App,199,0.2775,2026-03-12T19:29:04
CONT-81D52051,SESS-9E9616CA,Password Reset,0.4417,Self-Service,0,0,0,Travel,IVR,49,0.2207,2026-03-07T02:33:19
CONT-414525F2,SESS-18201555,General Inquiry,0.8376,Self-Service,1,0,0,Financial Services,Web,192,0.6954,2026-03-29T01:01:05
CONT-F1327172,SESS-EA2C298E,Subscription Management,0.7334,Self-Service,0,0,0,Retail,Web,119,0.3261,2026-03-20T22:28:13
CONT-D9E2312D,SESS-05A6A359,Returns & Refunds,0.5915,Escalation,0,0,0,Travel,IVR,90,0.3358,2026-03-15T09:56:58
CONT-3B97C19C,SESS-6395B5E2,Returns & Refunds,0.6341,Self-Service,0,0,0,Travel,Partner API,45,0.3443,2026-04-05T04:11:40
CONT-A3373B10,SESS-88581FBB,Returns & Refunds,0.5869,Escalation,0,0,1,Technology,Kiosk,303,0.1786,2026-03-22T00:57:16
CONT-4F38987C,SESS-66B36D95,Billing Inquiry,0.8012,Handoff,0,0,0,Travel,IVR,145,0.4381,2026-03-29T13:09:34
CONT-C40A0E26,SESS-54637839,Billing Inquiry,0.9268,Handoff,0,0,0,Retail,Mobile App,26,0.4619,2026-03-21T02:42:54
CONT-3227E46E,SESS-2E45E86B,Order Status,0.8155,Handoff,0,0,0,Healthcare,Web,36,0.4112,2026-03-11T16:51:18
CONT-3F8C8A66,SESS-E54BE729,Password Reset,0.3414,Free Text,0,0,0,Travel,Kiosk,223,0.1323,2026-04-05T13:42:05
CONT-843E919D,SESS-1DFFDDE6,Billing Inquiry,0.4733,Free Text,0,0,0,Retail,Web,112,0.2734,2026-03-18T04:24:49
CONT-D39F89E0,SESS-0BA1E0F5,Account Management,0.9438,Self-Service,0,0,0,Travel,Partner API,106,0.4999,2026-03-17T18:41:23
CONT-80424D05,SESS-5462B682,Product Support,0.8775,Escalation,0,0,0,Technology,Web,35,0.4581,2026-03-30T00:55:24
CONT-7962A784,SESS-9F1DC365,General Inquiry,0.7361,Self-Service,0,0,0,Retail,IVR,78,0.4163,2026-04-03T16:21:12
CONT-90764E98,SESS-5719DB0E,Technical Troubleshooting,0.5282,Self-Service,0,0,0,Retail,Web,158,0.2363,2026-03-08T00:41:55
CONT-C15CB23E,SESS-AB3F8AE8,Billing Inquiry,0.5776,Handoff,0,0,0,Financial Services,Partner API,55,0.315,2026-04-03T10:15:29
CONT-62D1D575,SESS-CE3391D3,Product Support,0.7658,FAQ,0,1,0,Travel,Kiosk,76,0.2105,2026-04-04T09:19:02
CONT-11B8571A,SESS-616A575E,Password Reset,0.7491,Free Text,0,0,0,Retail,Kiosk,25,0.3475,2026-04-01T16:08:55
CONT-8226BCCC,SESS-00CD8DA9,Order Status,0.6373,Handoff,0,0,0,Retail,Kiosk,152,0.2872,2026-04-02T16:08:25
CONT-18869BD5,SESS-98030889,Order Status,0.8145,Handoff,0,0,0,Technology,Kiosk,156,0.453,2026-04-03T18:31:27
CONT-4BCEFB7D,SESS-3BE81562,Loyalty Program,0.7495,Escalation,0,0,0,Travel,IVR,38,0.3589,2026-03-16T10:34:25
CONT-99BA119E,SESS-A0AB61AD,Product Support,0.6843,Self-Service,0,0,0,Financial Services,Mobile App,150,0.333,2026-03-23T04:46:34
CONT-4DB2D071,SESS-A4A0989B,Loyalty Program,0.8514,Free Text,0,1,0,Retail,Partner API,202,0.1948,2026-03-26T16:43:26
CONT-BF5D6C3B,SESS-38D7F337,Subscription Management,0.8173,Escalation,0,0,0,Technology,Kiosk,49,0.4055,2026-03-20T09:45:39
CONT-52E1E6AE,SESS-3A305B5F,Technical Troubleshooting,0.8654,Escalation,0,0,1,Travel,Web,242,0.245,2026-03-08T00:21:58
CONT-A6E22DA3,SESS-F310EB26,Technical Troubleshooting,0.6781,Free Text,0,0,0,Technology,Web,115,0.3102,2026-03-13T21:25:47
CONT-61F4C5B0,SESS-8AF72DC4,Password Reset,0.737,Escalation,0,0,0,Retail,Web,37,0.3787,2026-03-30T06:23:14
CONT-9A746656,SESS-E2B50FFD,Account Management,0.5081,Free Text,0,0,0,Healthcare,Mobile App,122,0.2706,2026-04-03T18:07:33
CONT-E2863CE7,SESS-E10E832E,Account Management,0.7624,Guided Flow,0,0,0,Technology,Partner API,25,0.3357,2026-03-21T18:33:34
CONT-FB275D38,SESS-B0ED23B5,Billing Inquiry,0.5699,Self-Service,0,0,0,Retail,Kiosk,113,0.277,2026-03-29T17:46:02
CONT-42BDEFC9,SESS-546AA4D9,Subscription Management,0.7098,Free Text,0,0,0,Retail,Kiosk,25,0.3742,2026-03-25T14:01:59
CONT-8FF1DD07,SESS-3EAF7D4C,Loyalty Program,0.6827,FAQ,0,0,0,Travel,Partner API,72,0.3861,2026-03-19T13:48:12
CONT-4393E986,SESS-4476E373,Order Status,0.4851,Free Text,0,0,1,Travel,Partner API,83,0.0521,2026-03-18T22:38:25
CONT-4E051033,SESS-B3560952,Technical Troubleshooting,0.9205,Guided Flow,0,0,1,Financial Services,Kiosk,47,0.2747,2026-03-27T15:56:35
CONT-C0483C84,SESS-E08241D4,Product Support,0.556,Self-Service,0,0,0,Retail,Mobile App,90,0.2673,2026-03-24T14:28:44
CONT-223289D8,SESS-190AF6AB,General Inquiry,0.6447,Handoff,0,0,0,Retail,Kiosk,37,0.3659,2026-04-02T13:39:34
CONT-3F66B3C6,SESS-5D70C91D,Subscription Management,0.8724,FAQ,0,0,0,Travel,Web,114,0.4544,2026-03-25T21:32:58
CONT-4C7884D0,SESS-069A35DE,Product Support,0.7178,Escalation,1,0,0,Technology,Web,61,0.6399,2026-03-23T10:05:04
CONT-E7E26ADE,SESS-A91695D7,General Inquiry,0.3949,Free Text,0,0,0,Technology,Kiosk,96,0.2126,2026-03-29T03:55:09
CONT-1D6C5393,SESS-558C2BAC,General Inquiry,0.637,Handoff,0,0,0,Financial Services,Web,113,0.3671,2026-03-24T13:59:57
CONT-0275254D,SESS-69F9C76B,Password Reset,0.4993,Self-Service,0,0,0,Healthcare,Mobile App,20,0.2049,2026-03-09T00:39:52
CONT-5F4FBE7D,SESS-DECB576C,Subscription Management,0.4835,Handoff,0,0,0,Financial Services,IVR,26,0.283,2026-03-21T18:16:05
CONT-37DD737E,SESS-62316C59,Password Reset,0.8434,Escalation,0,0,0,Retail,IVR,176,0.4161,2026-03-26T03:28:29
CONT-99BA119E,SESS-8FDB8DB6,Billing Inquiry,0.5137,Handoff,0,0,0,Technology,Kiosk,70,0.24,2026-04-03T19:35:31
CONT-5AF24E05,SESS-7045ED0C,Product Support,0.3996,Escalation,0,0,1,Retail,IVR,206,0.0977,2026-03-16T18:49:56
CONT-A0BD1C4B,SESS-2AA89789,Subscription Management,0.619,FAQ,0,0,0,Financial Services,Kiosk,127,0.3249,2026-03-12T11:11:34
CONT-0DC3A77F,SESS-29BD2401,Account Management,0.6539,Handoff,0,0,0,Technology,Web,7,0.2932,2026-03-15T09:58:12
CONT-50B043BC,SESS-352B28DE,Subscription Management,0.4875,Escalation,0,0,0,Healthcare,Mobile App,151,0.2081,2026-03-27T10:34:06
CONT-E6744495,SESS-04E87FEB,Billing Inquiry,0.6039,FAQ,1,0,0,Financial Services,Partner API,346,0.5789,2026-03-20T10:45:08
CONT-591813EB,SESS-89850042,Technical Troubleshooting,0.5628,Self-Service,0,0,0,Healthcare,Mobile App,88,0.3059,2026-03-22T10:21:26
CONT-F30B7220,SESS-2C8A849E,Subscription Management,0.3469,Free Text,0,0,0,Technology,Web,21,0.1637,2026-03-25T20:10:40
CONT-E01908A5,SESS-2A1D8D52,Billing Inquiry,1.0,Escalation,0,0,0,Technology,Web,221,0.4671,2026-04-04T19:04:19
CONT-35977613,SESS-371ED54E,Password Reset,0.5435,Guided Flow,0,0,0,Financial Services,Kiosk,39,0.2671,2026-03-15T14:33:47
CONT-30F80ACD,SESS-F42084DE,Subscription Management,0.8528,Escalation,0,0,0,Travel,Web,37,0.4678,2026-03-31T21:20:36
CONT-888B4017,SESS-53CD4185,General Inquiry,0.5175,Guided Flow,1,0,0,Financial Services,Mobile App,22,0.5483,2026-04-02T02:24:46
CONT-9B32EB09,SESS-BA1D90CF,Technical Troubleshooting,0.7987,FAQ,0,0,0,Travel,Kiosk,49,0.3698,2026-04-05T02:03:36
CONT-290A254F,SESS-4C13BE4F,General Inquiry,0.5651,Handoff,1,0,0,Retail,Web,48,0.6023,2026-03-25T09:39:38
CONT-805FF2F7,SESS-E6ADBBF7,Loyalty Program,0.5869,Free Text,0,0,0,Healthcare,Kiosk,50,0.3052,2026-03-26T04:12:51
CONT-3F66B3C6,SESS-674642EC,Technical Troubleshooting,1.0,Escalation,0,0,0,Retail,Kiosk,55,0.4931,2026-03-21T20:28:03
CONT-993CFFBB,SESS-6A631CC9,Account Management,0.69,FAQ,0,0,0,Healthcare,Mobile App,64,0.3448,2026-03-25T16:17:58
CONT-FD04AD39,SESS-C52A0965,Loyalty Program,0.4991,Self-Service,0,0,1,Technology,Web,78,0.076,2026-03-18T04:04:49
CONT-290FF715,SESS-8BC52C2E,Account Management,0.7759,FAQ,1,0,0,Travel,IVR,42,0.6756,2026-03-22T19:31:48
CONT-5A7E0D71,SESS-54736BD4,Subscription Management,0.6906,Guided Flow,0,0,0,Financial Services,IVR,55,0.3738,2026-04-04T20:42:08
CONT-59C8DFCE,SESS-B5027CE0,Technical Troubleshooting,0.3264,Free Text,0,0,0,Technology,Partner API,63,0.1648,2026-04-03T16:55:24
CONT-945A9F91,SESS-796C2963,Order Status,0.6598,Handoff,0,0,0,Travel,Kiosk,325,0.304,2026-03-21T07:54:46
CONT-822A031B,SESS-EAED2B7B,General Inquiry,0.6562,FAQ,0,0,0,Financial Services,Web,69,0.2969,2026-03-08T10:02:27
CONT-9218D834,SESS-CE2333D5,Technical Troubleshooting,0.5397,Escalation,1,0,0,Retail,Partner API,31,0.584,2026-03-11T12:09:55
CONT-F5176C67,SESS-1B6C51CF,Product Support,0.6715,Escalation,1,0,0,Technology,Kiosk,30,0.5987,2026-03-27T23:27:12
CONT-81744922,SESS-0E464013,Password Reset,0.6285,Free Text,0,0,0,Healthcare,Mobile App,18,0.2731,2026-04-02T23:16:14
CONT-9189BF80,SESS-DC02F98B,Product Support,0.4227,Free Text,0,0,1,Retail,IVR,325,0.091,2026-03-07T09:36:08
CONT-B8011E5E,SESS-FFF66AE3,Password Reset,0.8526,Guided Flow,0,0,0,Travel,Kiosk,6,0.3899,2026-03-22T07:35:10
CONT-C01C5D58,SESS-74102FC8,Billing Inquiry,0.7692,Self-Service,1,0,0,Healthcare,Kiosk,107,0.64,2026-03-16T16:03:56
CONT-DDD2CAF7,SESS-99A28050,Password Reset,0.8221,Self-Service,0,0,0,Healthcare,Web,264,0.4062,2026-03-27T05:48:18
CONT-CF23FF01,SESS-E1CB8001,Technical Troubleshooting,0.5364,Self-Service,0,0,0,Healthcare,Mobile App,24,0.2832,2026-03-23T10:08:51
CONT-F07C0D83,SESS-6B186C04,Subscription Management,0.852,Escalation,0,0,0,Travel,Partner API,73,0.4449,2026-03-10T16:34:19
CONT-16B7B293,SESS-2803639D,Account Management,0.8228,Guided Flow,0,0,0,Healthcare,Mobile App,76,0.3915,2026-03-29T00:36:18
CONT-350DF508,SESS-6B346757,General Inquiry,0.7115,Escalation,0,0,0,Healthcare,IVR,117,0.3846,2026-03-13T23:34:18
CONT-530377BC,SESS-24DF06B6,Product Support,0.3334,Free Text,0,0,0,Financial Services,Web,28,0.1855,2026-03-24T11:41:23
CONT-50825BFF,SESS-290641CD,Technical Troubleshooting,0.6476,Escalation,0,0,0,Retail,IVR,46,0.3573,2026-03-28T08:04:38
CONT-209811C4,SESS-F14F0C5E,Account Management,0.6875,Self-Service,0,0,0,Financial Services,Kiosk,83,0.3116,2026-03-09T22:27:10
CONT-48EF8892,SESS-14A07AB6,Returns & Refunds,0.3976,Guided Flow,0,0,0,Travel,Partner API,457,0.2171,2026-03-17T02:48:05
CONT-2E575D79,SESS-EC2D9EB6,Account Management,0.9018,FAQ,1,0,0,Technology,Mobile App,100,0.7344,2026-03-30T18:44:30
CONT-29B1B77D,SESS-F98ACEB8,Billing Inquiry,0.8185,Handoff,0,0,0,Technology,Mobile App,23,0.4038,2026-03-14T08:47:15
CONT-DDFC7BD9,SESS-962A8F4F,Loyalty Program,0.8696,Escalation,0,0,0,Retail,Mobile App,62,0.4008,2026-03-09T00:30:13
CONT-376A7825,SESS-E6CD89DB,General Inquiry,0.3976,Handoff,0,0,0,Travel,Web,376,0.2267,2026-03-30T07:16:25
CONT-28C767DF,SESS-72A5E1F3,Account Management,0.6768,Handoff,1,0,0,Travel,Partner API,25,0.67,2026-04-04T15:14:42
CONT-2BB79C40,SESS-DA05C0C0,General Inquiry,0.7598,FAQ,0,0,0,Financial Services,Mobile App,42,0.3478,2026-03-16T12:24:36
CONT-41DFC333,SESS-C9E628AA,Loyalty Program,0.7105,Handoff,0,0,0,Retail,Kiosk,81,0.3277,2026-04-04T16:05:53
CONT-E2863CE7,SESS-9824D9AE,Account Management,0.407,Escalation,0,0,0,Financial Services,Partner API,45,0.218,2026-03-31T20:26:52
CONT-7D8B418F,SESS-55309F43,Technical Troubleshooting,0.6103,Handoff,0,0,1,Technology,Kiosk,107,0.1174,2026-04-05T21:40:25
CONT-0839A32B,SESS-305B9F33,Loyalty Program,0.4854,Free Text,0,1,0,Retail,Kiosk,135,0.0884,2026-03-08T02:27:59
CONT-93CF6E61,SESS-E85F4B04,General Inquiry,0.7689,Free Text,0,0,0,Retail,Mobile App,50,0.4293,2026-04-04T16:29:25
CONT-A3F210CA,SESS-57EB3BD7,Loyalty Program,0.4959,Handoff,1,0,0,Retail,Mobile App,152,0.5499,2026-03-20T17:19:57
CONT-DBA3234C,SESS-D8F30664,Account Management,0.7206,Guided Flow,0,0,0,Healthcare,Partner API,334,0.3187,2026-03-17T04:08:43
CONT-B9BA6206,SESS-CCEAB002,Loyalty Program,0.4912,Handoff,0,0,1,Financial Services,IVR,58,0.0628,2026-04-05T18:31:25
CONT-D103997F,SESS-F118ED5F,Loyalty Program,0.693,FAQ,0,0,0,Financial Services,Web,27,0.3717,2026-04-03T00:16:05
CONT-7EC69396,SESS-D0FD83DB,General Inquiry,0.4637,Handoff,0,0,0,Healthcare,Kiosk,211,0.2166,2026-03-16T21:56:46
CONT-5412213B,SESS-231BF7ED,Product Support,0.6413,Guided Flow,0,0,0,Technology,Web,95,0.3042,2026-03-25T23:35:43
CONT-8FA1DB80,SESS-FC16CD5E,Returns & Refunds,0.9016,Self-Service,0,0,0,Travel,Kiosk,118,0.4633,2026-03-20T05:46:02
CONT-A0144804,SESS-A7C7BCC6,Account Management,0.8947,Handoff,0,0,0,Travel,IVR,44,0.4122,2026-03-08T15:09:06
CONT-E833E10D,SESS-576B2E61,Returns & Refunds,0.5248,Free Text,0,1,0,Retail,IVR,23,0.0846,2026-03-16T04:08:40
CONT-D57C3BFD,SESS-8D194875,Technical Troubleshooting,0.5086,Handoff,0,0,0,Healthcare,Mobile App,108,0.2505,2026-03-15T02:54:12
CONT-377FB47C,SESS-FA08EA90,Loyalty Program,0.6094,Handoff,0,0,1,Financial Services,Partner API,265,0.132,2026-03-23T12:42:11
CONT-B7C5691F,SESS-DACA5471,Order Status,0.666,Self-Service,0,0,1,Retail,Partner API,231,0.1436,2026-03-31T21:45:00
CONT-DDBFC5AF,SESS-53B65213,Loyalty Program,0.7771,Handoff,0,0,0,Retail,Web,104,0.369,2026-03-27T15:13:35
CONT-892D7832,SESS-FFD67F78,Billing Inquiry,0.2522,Escalation,0,0,0,Healthcare,IVR,31,0.1601,2026-03-18T18:12:01
CONT-FB10B23F,SESS-305AD4E1,Loyalty Program,0.6534,Self-Service,1,0,0,Retail,IVR,39,0.6562,2026-03-18T03:15:17
CONT-8719908C,SESS-229639F2,Returns & Refunds,1.0,Self-Service,1,0,0,Financial Services,Kiosk,37,0.7698,2026-04-03T06:47:02
CONT-95438484,SESS-EFD617EC,Technical Troubleshooting,0.7315,Handoff,0,0,0,Healthcare,IVR,74,0.3578,2026-03-24T19:03:26
CONT-752E4B4F,SESS-499AEA65,Order Status,0.8737,Escalation,0,0,1,Technology,Web,442,0.269,2026-04-03T09:47:20
CONT-C8668CA7,SESS-2F99725E,Loyalty Program,1.0,Self-Service,0,0,0,Technology,IVR,55,0.4567,2026-04-05T17:10:08
CONT-5DA95A95,SESS-02A76946,Technical Troubleshooting,0.6465,Free Text,0,0,0,Technology,IVR,38,0.3034,2026-03-13T19:10:59
CONT-C01A3745,SESS-B40A427B,Product Support,0.6662,Guided Flow,0,0,0,Retail,Kiosk,40,0.3389,2026-03-19T21:56:16
CONT-C94A8369,SESS-88C921FE,General Inquiry,0.8398,FAQ,0,0,0,Technology,IVR,40,0.4484,2026-03-14T20:16:44
CONT-D80C9D09,SESS-6C7D7E3F,Password Reset,0.6027,Escalation,0,0,0,Travel,Mobile App,298,0.2818,2026-04-01T06:46:52
CONT-818A8AD3,SESS-21A8CC9B,Returns & Refunds,0.8058,FAQ,0,0,1,Travel,Mobile App,602,0.3003,2026-03-27T03:08:25
CONT-60715B6D,SESS-6209CDBD,Account Management,0.7925,Guided Flow,0,0,0,Financial Services,Web,116,0.4244,2026-03-29T22:01:21
CONT-4D2BE78B,SESS-E0AB8D47,Technical Troubleshooting,0.9118,Self-Service,0,0,0,Travel,IVR,95,0.4696,2026-03-20T16:33:34
CONT-5B7AAB59,SESS-A086911A,Account Management,0.9106,Self-Service,0,0,0,Retail,Mobile App,166,0.4615,2026-03-28T07:47:28
CONT-7CABAB1B,SESS-65448324,Subscription Management,0.3962,Self-Service,0,0,0,Financial Services,IVR,87,0.169,2026-03-08T03:38:35
CONT-2B6461C3,SESS-07029ED5,General Inquiry,0.4742,FAQ,0,0,0,Financial Services,Web,106,0.2819,2026-03-20T02:57:11
CONT-5BA7CE2D,SESS-03F0E42F,Technical Troubleshooting,0.6669,Free Text,0,0,1,Retail,Web,101,0.2215,2026-03-16T01:36:05
CONT-D7C939BD,SESS-158971EA,Billing Inquiry,0.4121,Free Text,0,0,1,Retail,IVR,104,0.0258,2026-03-12T02:07:55
CONT-C898BE3E,SESS-74CDE458,Order Status,0.501,Self-Service,1,0,0,Retail,Kiosk,65,0.5898,2026-03-10T04:46:50
CONT-E4982AC3,SESS-81AB1132,Account Management,0.6756,Self-Service,1,0,0,Travel,Mobile App,51,0.6024,2026-04-04T22:25:32
CONT-A41CAFC5,SESS-4A69ED3D,Loyalty Program,0.947,Guided Flow,0,0,0,Retail,IVR,91,0.4673,2026-04-03T19:46:23
CONT-ECE3A7FB,SESS-C1256058,Product Support,0.8414,Escalation,0,0,0,Healthcare,IVR,35,0.453,2026-03-17T17:54:06
CONT-717E0439,SESS-952A7517,Returns & Refunds,0.5958,Self-Service,0,0,0,Travel,Mobile App,75,0.3433,2026-03-29T20:41:12
CONT-D9CC67C9,SESS-5F9C0C4B,Product Support,0.6615,Self-Service,0,0,0,Retail,IVR,69,0.3186,2026-03-25T23:32:53
CONT-67806029,SESS-61F05E8B,Product Support,0.3431,Guided Flow,0,0,1,Travel,Partner API,776,0.0083,2026-03-30T22:23:09
CONT-893C2AB4,SESS-C7F3142E,Password Reset,0.6644,FAQ,1,0,0,Financial Services,Mobile App,66,0.6739,2026-03-20T16:16:54
CONT-F683CBEE,SESS-52893C76,General Inquiry,0.7539,Escalation,0,0,0,Healthcare,Kiosk,30,0.331,2026-03-08T05:48:44
CONT-71C21184,SESS-15CD26EA,Loyalty Program,0.5348,Handoff,0,0,0,Travel,Mobile App,30,0.2175,2026-03-28T16:52:40
CONT-7C6C8B84,SESS-DBF82E9E,Account Management,0.2415,Handoff,0,0,1,Travel,Mobile App,55,0.0036,2026-03-19T05:31:04
CONT-D1F3F0D1,SESS-5F3AD008,Returns & Refunds,0.6339,Free Text,0,0,0,Retail,Partner API,35,0.2899,2026-03-22T03:48:41
CONT-1DE66AF1,SESS-3DA3978F,Password Reset,0.6272,FAQ,0,0,1,Retail,IVR,187,0.1318,2026-03-25T07:37:46
CONT-F8EF7972,SESS-62A492C1,Returns & Refunds,0.5082,Free Text,0,1,0,Financial Services,IVR,105,0.0533,2026-03-15T08:06:42
